Designation,Gender,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
Applications and Systems Programmers,m,2,73.95,1,495,495,575,0.983749967,-0.8671,0.729435821,0.319290941,-2.393311427,-0.753822809
Applications and Systems Programmers,f,2,74,0,535,445,525,0.3423149,-1.1978,-0.538548975,0.656989009,2.575824843,-1.208398683
Applications and Systems Programmers,f,2,74,1,375,425,565,0.81941653,-1.1301,0.246219795,0.595081176,-2.946572279,-0.882184033
Applications and Systems Programmers,f,2,74,0,445,425,525,0.008154775,-0.1336,0.369724519,0.952032996,-2.275102453,-0.051849602
Applications and Systems Programmers,f,2,74,0,495,635,375,0.493596387,-0.0838,0.726928588,0.936878994,-2.565829366,-1.135470237
Applications and Systems Programmers,m,2,74,0,615,420,590,0.931749687,-0.477,0.17152672,0.117575088,-2.693112699,0.905537719
Applications and Systems Programmers,m,2,74,0,405,410,560,0.765673581,0.0109,-0.720748492,0.043863595,-2.518469724,-0.780230139
Applications and Systems Programmers,f,2,74.15,0,615,545,500,0.999829172,-0.5476,0.693444375,0.263845606,-2.067429281,-0.873212036
Applications and Systems Programmers,m,1,74.2,1,555,450,575,0.649389715,1.1503,0.268643761,-0.760863003,-2.223151544,1.339196516
Applications and Systems Programmers,m,2,74.26,1,485,585,745,0.356536488,-0.6293,0.78083653,0.550103988,-2.915976632,0.236210313
Applications and Systems Programmers,m,2,74.31,0,475,565,705,0.930370607,-0.9044,0.802097868,0.494446764,-2.300821554,0.797035476
Applications and Systems Programmers,f,2,74.38,0,455,495,545,0.622642916,-1.3775,0.380385787,0.883685116,-2.55632787,-0.25677009
Applications and Systems Programmers,m,1,74.4,1,605,570,620,0.338786347,-0.8443,0.920734604,0.232099217,-1.64833238,0.446640698
Applications and Systems Programmers,m,1,74.4,1,695,670,590,0.943272158,-0.7244,0.053210688,0.071198454,-2.715083749,-0.701560865
Applications and Systems Programmers,m,2,74.41,0,665,595,500,0.943272158,-0.9421,-0.839564081,-0.075616591,-2.117092122,1.313479318
Applications and Systems Programmers,m,2,74.44,0,375,555,555,0.670743151,0.4159,0.667309476,0.58344961,-2.98284069,0.886202955
Applications and Systems Programmers,m,2,74.44,0,635,635,735,0.916869961,-0.3931,0.861048722,-0.236916652,-2.523710252,-0.896491731
Applications and Systems Programmers,m,2,74.5,0,375,505,525,0.961772121,1.3968,0.869198315,0.304842185,-2.298311301,-0.175319795
Applications and Systems Programmers,m,2,74.5,1,525,455,515,0.488347977,-0.0899,0.417798326,0.551832208,-1.693816684,-0.113110948
Applications and Systems Programmers,m,2,74.53,0,500,535,765,0.943272158,-1.4513,0.405310068,0.897983192,-1.50913348,-1.238891732
Applications and Systems Programmers,m,1,74.64,1,605,620,665,0.976292561,1.3286,0.968277376,0.334536884,-1.683899247,1.003822444
Applications and Systems Programmers,m,2,74.69,0,455,395,645,0.910770164,-0.7816,0.885249087,0.976013538,-1.950742233,-0.818013438
Applications and Systems Programmers,f,2,74.7,0,595,595,645,0.376059587,-0.534,0.536560213,-0.135142179,-2.85421244,0.205024273
Applications and Systems Programmers,m,2,74.86,1,525,545,560,0.486747008,-0.2224,0.110907901,0.593071792,-1.613003277,-1.354283642
Applications and Systems Programmers,m,2,74.86,0,630,565,655,0.974396113,-1.0269,0.831093587,0.392427105,-2.689800076,-1.405189599
Applications and Systems Programmers,f,2,74.94,1,570,590,620,0.735795709,-1.127,-0.703491556,0.640536806,-2.018250576,-0.382245368
Applications and Systems Programmers,f,2,74.98,0,615,525,635,0.112139438,-1.0441,0.87071017,0.02587315,2.640543075,-1.055368462
Applications and Systems Programmers,f,2,75,0,485,645,635,0.884122512,-0.1884,0.774976263,0.112824518,-2.249076204,-1.067844865
Applications and Systems Programmers,f,2,75,0,385,515,445,0.376059587,-0.3775,0.89084343,0.211133313,-2.221184471,-0.897428702
Applications and Systems Programmers,f,2,75,1,515,435,375,0.377551419,-1.2986,0.442157815,0.332776566,-1.7350922,-0.445203086
Applications and Systems Programmers,m,2,75,0,500,520,470,0.600057182,-0.2816,0.009142461,0.688287361,-2.495617693,-0.378576059
Applications and Systems Programmers,m,2,75,0,580,545,530,0.755375121,-0.3867,0.496415531,0.94433445,-2.188884929,-0.992749031
Applications and Systems Programmers,f,2,75,0,605,440,445,0.3423149,-0.5582,0.699088139,0.553350602,-1.754133632,-0.657249331
Applications and Systems Programmers,m,2,75,0,640,545,605,0.842248322,-0.7138,0.576292179,-0.242828426,-2.15666683,-0.98128239
Applications and Systems Programmers,m,1,75,0,590,555,545,0.911395278,-1.0819,0.465783521,0.453675358,-2.855787881,0.788241301
Applications and Systems Programmers,m,1,75,1,615,495,750,0.976292561,0.2799,0.588455439,0.817825097,-2.846628638,-0.240448056
Applications and Systems Programmers,m,2,75,1,665,480,560,0.053160305,-1.1884,-0.375019924,-0.75192734,-2.054878781,-1.229875453
Applications and Systems Programmers,m,2,75,0,420,445,740,0.053160305,-0.5842,0.194367238,0.22355189,-1.889683491,-0.131327013
Applications and Systems Programmers,m,2,75.04,1,590,520,605,0.842248322,-1.1216,-0.722506068,0.839917529,-2.149215947,-0.651457138
Applications and Systems Programmers,m,2,75.1,1,475,585,615,0.229481755,-1.2038,0.727268499,-0.860197119,-2.825131033,-0.683638625
Applications and Systems Programmers,f,1,75.2,0,445,635,605,0.968237496,-1.442,0.05552867,0.896296193,-1.928940178,-0.986268934
Applications and Systems Programmers,m,2,75.21,0,545,525,750,0.960903087,-0.342,-0.017510745,0.034808089,-2.92999731,-0.05097124
Applications and Systems Programmers,m,2,75.22,0,495,655,605,0.694479328,0.8416,0.566675207,0.276361014,-1.834570442,-0.720089905
Applications and Systems Programmers,m,2,75.22,0,415,510,415,0.016564636,-0.6949,0.255539775,-0.665942549,-2.42343808,-0.633600963
Applications and Systems Programmers,f,2,75.35,0,335,530,430,0.842248322,-0.8474,0.183830775,0.044080339,-1.72740919,-1.122239002
Applications and Systems Programmers,m,2,75.37,0,615,595,554,0.998680246,-0.0737,-0.485379867,0.724646435,-2.622471371,-1.326685849
Applications and Systems Programmers,m,2,75.4,0,605,645,720,0.557389506,-1.4857,0.773563574,-0.507776751,-2.736293434,-0.902781395
Applications and Systems Programmers,m,1,75.45,1,605,575,665,0.824666401,0.024,0.855747902,0.462285749,-1.854344899,-0.9064455
Applications and Systems Programmers,f,2,75.5,0,585,475,505,0.670743151,-1.22,0.766057589,0.474703844,-2.075472243,-0.861705538
Applications and Systems Programmers,m,2,75.5,1,435,615,525,0.952245573,-1.0518,0.606028461,0.44628676,2.821677854,-1.39992597
Applications and Systems Programmers,m,1,75.5,1,475,415,415,0.758379883,-1.2614,0.359289386,0.044001256,-2.911265539,-0.149601256
Applications and Systems Programmers,m,2,75.52,1,545,655,445,0.338786347,-1.3066,0.365812707,-0.540055945,-2.525596081,-0.832750553
Applications and Systems Programmers,f,2,75.6,0,675,570,630,0.864685413,-0.2302,0.218420474,0.98855939,-2.510477305,-0.854726383
Applications and Systems Programmers,m,2,75.6,0,560,460,405,0.88162007,-0.8053,-0.846368531,0.063805651,-2.092898902,-0.649428527
Applications and Systems Programmers,m,2,75.66,1,525,585,575,0.987207086,-0.049,0.04120105,0.588464809,-2.533507799,-0.361434731
Applications and Systems Programmers,m,2,75.72,0,415,435,554,0.978855302,-0.2419,0.995570514,-0.721764405,-2.38729336,0.91127018
Applications and Systems Programmers,m,2,75.9,1,660,630,680,0.776578324,-0.7135,0.310756731,0.21646636,-1.538871141,-0.866039538
Applications and Systems Programmers,m,2,76,0,435,475,335,0.124502074,-0.798,0.874174611,0.497798972,-1.924611562,0.390381764
Applications and Systems Programmers,f,2,76,0,554,455,495,0.377551419,-1.4159,0.553536111,-0.904500449,-1.858630412,-1.082458933
Applications and Systems Programmers,m,2,76,0,345,560,455,0.735795709,-1.0912,0.416789218,0.314939808,-2.16329403,-0.740478942
Applications and Systems Programmers,f,2,76,0,805,595,585,0.144789889,-0.1937,0.730441419,0.29313569,-1.749860218,-0.778121038
Applications and Systems Programmers,m,2,76,1,370,390,575,0.744758354,-0.102,0.503697811,0.073416246,-1.6907569,0.997713643
Applications and Systems Programmers,m,2,76,0,650,680,485,0.356536488,-1.3173,0.46493429,0.097509738,-2.37782963,-0.440129841
Applications and Systems Programmers,m,2,76,0,640,520,570,0.112139438,-1.4583,-0.083571057,0.432872222,2.640074261,0.630618105
Applications and Systems Programmers,m,2,76,1,615,545,520,0.783303537,-0.6665,0.469200536,0.997160074,-1.685480926,-0.300439528
Applications and Systems Programmers,m,1,76,0,720,580,645,0.725984148,-0.397,0.8767129,0.313978155,-2.925516768,-1.016431747
Applications and Systems Programmers,m,2,76.03,0,425,535,605,0.694479328,1.4489,-0.258330468,0.905505327,-1.579163282,-1.012164726
Applications and Systems Programmers,f,2,76.1,0,495,555,575,0.793580615,-1.2784,0.839364182,0.028931068,-2.018577003,1.329812173
Applications and Systems Programmers,f,2,76.11,0,565,445,625,0.229481755,1.2937,0.133656803,0.481051148,-2.474341908,1.107972996
Applications and Systems Programmers,m,2,76.12,0,505,525,595,0.124502074,-1.1793,0.01609554,0.261412406,2.653828671,-0.632033926
Applications and Systems Programmers,m,1,76.2,0,615,545,605,0.793580615,-0.5338,0.790619897,0.691693359,-2.424640504,-0.345547684
Applications and Systems Programmers,m,1,76.26,1,745,575,680,0.755375121,-0.7261,0.734271864,0.960753163,2.456775892,-0.626288216
Applications and Systems Programmers,f,2,76.3,1,675,510,400,0.622642916,0.8844,0.483341161,0.52990432,-2.22586234,-0.8131559
Applications and Systems Programmers,m,2,76.32,0,560,555,620,0.783303537,-0.6416,-0.236768672,0.138420924,-2.81543015,-0.09534175
Applications and Systems Programmers,m,2,76.4,1,485,535,655,0.864685413,0.1425,0.533391522,0.482588472,-1.897820279,-0.759360798
Applications and Systems Programmers,m,2,76.4,1,625,645,605,0.982057124,-1.1737,0.421786181,0.411815596,2.811533719,-0.157497526
Applications and Systems Programmers,m,1,76.4,1,380,645,620,0.991230625,-0.8037,0.2611511,0.64870968,-2.345434501,-0.843382897
Applications and Systems Programmers,m,2,76.44,0,500,555,470,0.942116551,1.3337,0.341591858,0.021484879,-2.045123056,-0.185302918
Applications and Systems Programmers,f,2,76.5,0,525,415,385,0.276047228,1.0036,0.950874504,0.887504793,-2.349247471,-0.498754776
Applications and Systems Programmers,m,2,76.5,1,735,455,430,0.338786347,-1.4691,0.160183567,0.983224407,-2.631615208,-0.488534983
Applications and Systems Programmers,m,2,76.56,1,415,435,595,0.694479328,-0.035,0.194840068,0.772597716,-2.408660056,-1.039114847
Applications and Systems Programmers,f,2,76.6,0,455,435,565,0.864685413,1.4842,-0.715325128,0.280530589,-2.850165633,-0.577319056
Applications and Systems Programmers,f,2,76.6,0,570,460,450,0.649389715,-1.4737,0.157636278,0.95162116,2.86164789,-1.057889191
Applications and Systems Programmers,m,2,76.61,0,500,510,680,0.985461394,-0.0774,0.709281218,-0.817906736,-2.623184065,-0.71743457
Applications and Systems Programmers,m,2,76.83,0,475,525,515,0.45901584,-1.2194,0.024194744,0.083218675,-1.88997505,-1.332641467
Applications and Systems Programmers,m,2,76.85,1,675,495,545,0.997698261,-0.0848,0.639267318,0.749843914,-1.697799468,-0.844863205
Applications and Systems Programmers,m,2,76.92,0,545,555,735,0.991397584,-0.6482,0.870972714,0.802742878,-2.346834854,-0.462934783
Applications and Systems Programmers,m,2,76.94,0,535,565,515,0.124502074,-1.327,0.297890107,0.196988191,-2.555275212,-0.542946998
Applications and Systems Programmers,m,2,76.99,0,565,615,515,0.990008757,-0.1451,0.033599648,0.467508898,2.569500044,-0.481216543
Applications and Systems Programmers,m,1,77,0,655,735,755,0.985461394,-1.2367,-0.011999843,0.077749745,-2.946134792,-1.462414554
Applications and Systems Programmers,m,1,77,1,575,625,615,0.960903087,-1.1074,0.18381923,0.175943078,1.847893153,-0.723425228
Applications and Systems Programmers,f,2,77,0,505,475,505,0.124502074,-0.4719,0.876008075,0.433208607,-1.972423795,-0.361988501
Applications and Systems Programmers,m,2,77,0,565,525,655,0.714529363,-0.2106,0.782901215,0.005971117,-2.547603943,-0.172369969
Applications and Systems Programmers,f,2,77,0,585,595,675,0.901489571,-0.3306,0.130066421,0.473583587,-2.056286965,-0.783152211
Applications and Systems Programmers,f,2,77,0,485,630,635,0.985461394,-1.3821,0.621782554,0.158847296,-2.316734368,-0.663162402
Applications and Systems Programmers,m,2,77,0,605,425,355,0.670743151,-0.2608,0.069388793,0.611642448,-2.99491693,-0.136841747
Applications and Systems Programmers,f,1,77,1,520,630,680,0.23780284,-1.3934,-0.781354781,0.972028115,-1.904600775,0.149938257
Applications and Systems Programmers,m,2,77,0,430,475,680,0.783303537,-1.1394,0.213874764,0.973115199,-2.8311081,0.551891206
Applications and Systems Programmers,f,2,77,0,630,520,605,0.88162007,-1.4914,0.474218286,0.944894343,-1.767209181,0.953226251
Applications and Systems Programmers,f,2,77.05,1,440,505,380,0.486747008,0.1113,-0.431426882,0.592615723,-2.815080822,-0.968511169
Applications and Systems Programmers,m,2,77.2,0,475,405,695,0.670743151,-0.9806,0.958510129,0.342210385,2.874479958,-1.20560343
Applications and Systems Programmers,f,2,77.4,0,570,485,355,0.493596387,-1.0582,0.979978438,-0.461158845,-1.698353127,-0.835606296
Applications and Systems Programmers,f,2,77.45,1,465,605,355,0.735795709,-0.7457,0.599151066,0.252815592,-2.73721867,-0.056681986
Applications and Systems Programmers,m,2,77.6,1,465,485,475,0.901489571,1.0323,0.874626084,0.014408946,-2.083276989,-0.681915285
Applications and Systems Programmers,m,2,77.6,0,525,605,535,0.538386893,-0.9335,0.862685156,0.472907699,-2.226497341,-0.691727345
Applications and Systems Programmers,m,2,77.64,0,405,535,585,0.704090412,-0.8209,0.732535114,0.470155359,-2.865334984,-1.082520144
Applications and Systems Programmers,f,2,77.8,1,555,595,675,0.960903087,-1.4389,0.500109815,0.8087335,-1.864551923,-1.239227746
Applications and Systems Programmers,m,2,77.8,0,555,655,565,0.942116551,-0.3413,0.563317475,0.335839095,2.567926972,-1.233226847
Applications and Systems Programmers,m,2,77.8,0,575,455,525,0.86613982,-0.7322,0.668005806,0.829674532,-2.050181326,-1.157278603
Applications and Systems Programmers,f,2,77.8,1,615,520,500,0.968237496,0.6594,0.327115016,0.272763589,-2.675111972,-1.097220963
Applications and Systems Programmers,m,2,77.85,1,635,495,495,0.670743151,-0.6199,0.609395269,-0.745127985,-2.467462535,-0.991469966
Applications and Systems Programmers,m,2,77.85,1,300,425,705,0.875503907,-0.3625,0.630892895,0.249066987,-2.427953832,-0.744444871
Applications and Systems Programmers,m,2,77.89,1,505,585,645,0.990008757,-0.8237,-0.865529826,0.019931935,-2.296185165,-0.794492543
Applications and Systems Programmers,f,2,78,0,355,375,425,0.735795709,-0.3241,0.473769493,0.551753821,-2.895102513,-0.738553956
Applications and Systems Programmers,m,2,78,1,445,495,585,0.793580615,-0.2994,0.050088561,0.112769808,2.376313189,-1.068528344
Applications and Systems Programmers,m,2,78,0,544,525,605,0.538386893,-1.1832,-0.681615029,-0.449145019,-2.285172128,-1.130595959
Applications and Systems Programmers,m,2,78,1,645,695,435,0.735795709,-0.7147,0.047575485,0.27141723,-1.516308108,-0.174714171
Applications and Systems Programmers,m,2,78,1,675,595,665,0.979521744,0.7736,0.279640675,-0.063465267,-1.711752098,-0.077444583
Applications and Systems Programmers,f,2,78,0,585,595,675,0.884122512,1.2799,0.904231453,0.94122401,-1.674961057,0.026047833
Applications and Systems Programmers,m,2,78,0,665,520,740,0.744758354,-0.5833,0.531102884,0.517648069,2.862496742,0.622271837
Applications and Systems Programmers,f,2,78.07,1,625,545,605,0.0587928,1.0647,0.594841257,0.200980819,2.766283783,0.858850198
Applications and Systems Programmers,f,2,78.3,0,455,485,535,0.649389715,-1.2506,0.534684944,0.501404378,-2.055878698,-0.865766217
Applications and Systems Programmers,m,1,78.34,1,660,680,765,0.960603252,-0.1228,0.903761048,0.511156429,-1.778277994,1.241646033
Applications and Systems Programmers,f,2,78.4,0,675,500,515,0.356536488,-0.1231,-0.251197327,-0.240882555,-1.854360734,-1.19696454
Applications and Systems Programmers,m,2,78.5,0,515,505,454,0.704090412,0.7998,-0.153793408,0.909877522,-1.743700757,1.327723069
Applications and Systems Programmers,f,2,78.5,0,535,585,525,0.229481755,0.6552,0.172745851,0.049604712,-2.523418851,0.528451766
Applications and Systems Programmers,m,2,78.52,0,630,580,535,0.486747008,-1.0616,0.11574628,0.465991485,-1.697548157,-0.382401145
Applications and Systems Programmers,m,1,78.53,1,580,605,590,0.163630927,-1.3842,0.612544482,0.561487605,-2.856003117,-0.974086963
Applications and Systems Programmers,m,2,78.54,0,485,585,535,0.694479328,-1.102,0.829652039,0.810751916,-2.383025088,0.581071357
Applications and Systems Programmers,m,2,78.7,0,475,245,485,0.735795709,1.012,0.990347627,0.669062504,2.984827186,1.109437874
Applications and Systems Programmers,m,2,78.84,0,475,475,425,0.8295846,1.3004,0.55551855,0.344692207,-1.565512509,-1.41094678
Applications and Systems Programmers,f,2,78.9,1,510,450,665,0.538386893,-1.0454,0.547058237,0.533829129,-1.534168566,-0.406771395
Applications and Systems Programmers,f,2,78.9,0,560,530,235,0.622642916,-0.5906,0.255030754,0.602998837,-2.574257624,0.278768447
Applications and Systems Programmers,m,2,79,0,695,445,585,0.910770164,1.3878,-0.346746882,0.195053857,-2.61271421,-0.649484949
Applications and Systems Programmers,f,2,79,0,585,625,555,0.670743151,-0.9465,0.565283586,0.25998908,-2.349013201,-1.210867304
Applications and Systems Programmers,f,2,79,1,465,410,530,0.824666401,-0.1834,0.273700043,0.392886825,-1.762902248,-0.030999582
